ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
98524,WA,Mason County,Washington,WA
98526,WA,Grays Harbor County,Washington,WA
98527,WA,Pacific County,Washington,WA
98528,WA,Mason County,Washington,WA
98528,WA,Kitsap County,Washington,WA
98528,WA,Pierce County,Washington,WA
98530,WA,Thurston County,Washington,WA
98531,WA,Lewis County,Washington,WA
98531,WA,Thurston County,Washington,WA
98532,WA,Lewis County,Washington,WA
98533,WA,Lewis County,Washington,WA
98535,WA,Grays Harbor County,Washington,WA
98536,WA,Grays Harbor County,Washington,WA
98537,WA,Grays Harbor County,Washington,WA
98537,WA,Pacific County,Washington,WA
98538,WA,Lewis County,Washington,WA
98539,WA,Lewis County,Washington,WA
98540,WA,Thurston County,Washington,WA
98541,WA,Grays Harbor County,Washington,WA
98541,WA,Mason County,Washington,WA
98542,WA,Lewis County,Washington,WA
98544,WA,Lewis County,Washington,WA
98546,WA,Mason County,Washington,WA
98547,WA,Grays Harbor County,Washington,WA
98547,WA,Pacific County,Washington,WA
98548,WA,Mason County,Washington,WA
98550,WA,Grays Harbor County,Washington,WA
98552,WA,Grays Harbor County,Washington,WA
98554,WA,Pacific County,Washington,WA
98555,WA,Mason County,Washington,WA
98556,WA,Thurston County,Washington,WA
98557,WA,Grays Harbor County,Washington,WA
98557,WA,Mason County,Washington,WA
98558,WA,Pierce County,Washington,WA
98559,WA,Grays Harbor County,Washington,WA
98560,WA,Mason County,Washington,WA
98561,WA,Pacific County,Washington,WA
98562,WA,Grays Harbor County,Washington,WA
98563,WA,Grays Harbor County,Washington,WA
98563,WA,Mason County,Washington,WA
98564,WA,Lewis County,Washington,WA
98565,WA,Lewis County,Washington,WA
98566,WA,Grays Harbor County,Washington,WA
98568,WA,Grays Harbor County,Washington,WA
98568,WA,Thurston County,Washington,WA
98568,WA,Lewis County,Washington,WA
98569,WA,Grays Harbor County,Washington,WA
98570,WA,Lewis County,Washington,WA
98571,WA,Grays Harbor County,Washington,WA
98572,WA,Lewis County,Washington,WA
98572,WA,Pacific County,Washington,WA
98575,WA,Grays Harbor County,Washington,WA
98576,WA,Thurston County,Washington,WA
98577,WA,Pacific County,Washington,WA
98579,WA,Thurston County,Washington,WA
98579,WA,Lewis County,Washington,WA
98579,WA,Grays Harbor County,Washington,WA
98580,WA,Pierce County,Washington,WA
98581,WA,Cowlitz County,Washington,WA
98582,WA,Lewis County,Washington,WA
98583,WA,Grays Harbor County,Washington,WA
98584,WA,Mason County,Washington,WA
98585,WA,Lewis County,Washington,WA
98586,WA,Pacific County,Washington,WA
98587,WA,Grays Harbor County,Washington,WA
98588,WA,Mason County,Washington,WA
98589,WA,Thurston County,Washington,WA
98590,WA,Pacific County,Washington,WA
98591,WA,Lewis County,Washington,WA
98592,WA,Mason County,Washington,WA
98593,WA,Lewis County,Washington,WA
98595,WA,Grays Harbor County,Washington,WA
98596,WA,Lewis County,Washington,WA
98597,WA,Thurston County,Washington,WA
98601,WA,Clark County,Washington,WA
98601,WA,Cowlitz County,Washington,WA
98602,WA,Klickitat County,Washington,WA
98603,WA,Cowlitz County,Washington,WA
98604,WA,Clark County,Washington,WA
98605,WA,Klickitat County,Washington,WA
98605,WA,Skamania County,Washington,WA
98606,WA,Clark County,Washington,WA
98607,WA,Clark County,Washington,WA
98609,WA,Cowlitz County,Washington,WA
98610,WA,Skamania County,Washington,WA
98611,WA,Cowlitz County,Washington,WA
98612,WA,Wahkiakum County,Washington,WA
98613,WA,Klickitat County,Washington,WA
98614,WA,Pacific County,Washington,WA
98616,WA,Cowlitz County,Washington,WA
98616,WA,Skamania County,Washington,WA
98617,WA,Klickitat County,Washington,WA
98619,WA,Klickitat County,Washington,WA
98620,WA,Klickitat County,Washington,WA
98621,WA,Wahkiakum County,Washington,WA
98622,WA,Clark County,Washington,WA
98623,WA,Klickitat County,Washington,WA
98624,WA,Pacific County,Washington,WA
98625,WA,Cowlitz County,Washington,WA
98626,WA,Cowlitz County,Washington,WA
98628,WA,Klickitat County,Washington,WA
98629,WA,Clark County,Washington,WA
98631,WA,Pacific County,Washington,WA
98632,WA,Cowlitz County,Washington,WA
98632,WA,Wahkiakum County,Washington,WA
98635,WA,Klickitat County,Washington,WA
98637,WA,Pacific County,Washington,WA
98638,WA,Pacific County,Washington,WA
98638,WA,Wahkiakum County,Washington,WA
98639,WA,Skamania County,Washington,WA
98640,WA,Pacific County,Washington,WA
98641,WA,Pacific County,Washington,WA
98642,WA,Clark County,Washington,WA
98643,WA,Wahkiakum County,Washington,WA
98644,WA,Pacific County,Washington,WA
98645,WA,Cowlitz County,Washington,WA
98647,WA,Wahkiakum County,Washington,WA
98648,WA,Skamania County,Washington,WA
98649,WA,Cowlitz County,Washington,WA
98650,WA,Klickitat County,Washington,WA
98651,WA,Skamania County,Washington,WA
98651,WA,Klickitat County,Washington,WA
98660,WA,Clark County,Washington,WA
98661,WA,Clark County,Washington,WA
98662,WA,Clark County,Washington,WA
98663,WA,Clark County,Washington,WA
98664,WA,Clark County,Washington,WA
98665,WA,Clark County,Washington,WA
98666,WA,Clark County,Washington,WA
98668,WA,Clark County,Washington,WA
98670,WA,Klickitat County,Washington,WA
98671,WA,Clark County,Washington,WA
98671,WA,Skamania County,Washington,WA
98672,WA,Klickitat County,Washington,WA
98672,WA,Skamania County,Washington,WA
98673,WA,Klickitat County,Washington,WA
98674,WA,Cowlitz County,Washington,WA
98674,WA,Clark County,Washington,WA
98675,WA,Clark County,Washington,WA
98682,WA,Clark County,Washington,WA
98683,WA,Clark County,Washington,WA
98684,WA,Clark County,Washington,WA
98685,WA,Clark County,Washington,WA
98686,WA,Clark County,Washington,WA
98687,WA,Clark County,Washington,WA
98801,WA,Chelan County,Washington,WA
98802,WA,Douglas County,Washington,WA
98807,WA,Chelan County,Washington,WA
98811,WA,Chelan County,Washington,WA
98812,WA,Okanogan County,Washington,WA
98812,WA,Douglas County,Washington,WA
98812,WA,Kittitas County,Washington,WA
98813,WA,Douglas County,Washington,WA
98813,WA,Okanogan County,Washington,WA
98814,WA,Okanogan County,Washington,WA
98815,WA,Chelan County,Washington,WA
98816,WA,Chelan County,Washington,WA
98816,WA,Okanogan County,Washington,WA
98817,WA,Chelan County,Washington,WA
98819,WA,Okanogan County,Washington,WA
98821,WA,Chelan County,Washington,WA
98822,WA,Chelan County,Washington,WA
98823,WA,Grant County,Washington,WA
98823,WA,Douglas County,Washington,WA
98824,WA,Grant County,Washington,WA
98826,WA,Chelan County,Washington,WA
98827,WA,Okanogan County,Washington,WA
98828,WA,Chelan County,Washington,WA
98828,WA,Kittitas County,Washington,WA
98829,WA,Okanogan County,Washington,WA
98830,WA,Douglas County,Washington,WA
98831,WA,Chelan County,Washington,WA
98832,WA,Grant County,Washington,WA
98832,WA,Lincoln County,Washington,WA
98832,WA,Adams County,Washington,WA
98833,WA,Okanogan County,Washington,WA
98834,WA,Okanogan County,Washington,WA
98836,WA,Chelan County,Washington,WA
98837,WA,Grant County,Washington,WA
98840,WA,Okanogan County,Washington,WA
98841,WA,Okanogan County,Washington,WA
98843,WA,Douglas County,Washington,WA
98844,WA,Okanogan County,Washington,WA
98845,WA,Douglas County,Washington,WA
98846,WA,Okanogan County,Washington,WA
98846,WA,Chelan County,Washington,WA
98847,WA,Chelan County,Washington,WA
98848,WA,Grant County,Washington,WA
98848,WA,Douglas County,Washington,WA
98849,WA,Okanogan County,Washington,WA
98850,WA,Douglas County,Washington,WA
98851,WA,Grant County,Washington,WA
98852,WA,Chelan County,Washington,WA
98853,WA,Grant County,Washington,WA
98855,WA,Okanogan County,Washington,WA
98856,WA,Okanogan County,Washington,WA
98857,WA,Grant County,Washington,WA
98857,WA,Adams County,Washington,WA
98858,WA,Douglas County,Washington,WA
98858,WA,Grant County,Washington,WA
98859,WA,Okanogan County,Washington,WA
98860,WA,Grant County,Washington,WA
98862,WA,Okanogan County,Washington,WA
98901,WA,Yakima County,Washington,WA
98901,WA,Kittitas County,Washington,WA
98902,WA,Yakima County,Washington,WA
98903,WA,Yakima County,Washington,WA
98907,WA,Yakima County,Washington,WA
98908,WA,Yakima County,Washington,WA
98909,WA,Yakima County,Washington,WA
98920,WA,Yakima County,Washington,WA
98921,WA,Yakima County,Washington,WA
98922,WA,Kittitas County,Washington,WA
98923,WA,Yakima County,Washington,WA
98925,WA,Kittitas County,Washington,WA
98926,WA,Kittitas County,Washington,WA
98930,WA,Yakima County,Washington,WA
98930,WA,Benton County,Washington,WA
98932,WA,Yakima County,Washington,WA
98933,WA,Yakima County,Washington,WA
98934,WA,Kittitas County,Washington,WA
98935,WA,Yakima County,Washington,WA
98935,WA,Klickitat County,Washington,WA
98936,WA,Yakima County,Washington,WA
98937,WA,Yakima County,Washington,WA
98937,WA,Pierce County,Washington,WA
98938,WA,Yakima County,Washington,WA
98939,WA,Yakima County,Washington,WA
98940,WA,Kittitas County,Washington,WA
98941,WA,Kittitas County,Washington,WA
98942,WA,Yakima County,Washington,WA
98943,WA,Kittitas County,Washington,WA
98944,WA,Yakima County,Washington,WA
98944,WA,Benton County,Washington,WA
98946,WA,Kittitas County,Washington,WA
98947,WA,Yakima County,Washington,WA
98948,WA,Yakima County,Washington,WA
98950,WA,Kittitas County,Washington,WA
98951,WA,Yakima County,Washington,WA
98952,WA,Yakima County,Washington,WA
98953,WA,Yakima County,Washington,WA
99001,WA,Spokane County,Washington,WA
99003,WA,Spokane County,Washington,WA
99004,WA,Spokane County,Washington,WA
99004,WA,Whitman County,Washington,WA
99004,WA,Lincoln County,Washington,WA
99005,WA,Spokane County,Washington,WA
99006,WA,Spokane County,Washington,WA
99006,WA,Stevens County,Washington,WA
99006,WA,Pend Oreille County,Washington,WA
99008,WA,Lincoln County,Washington,WA
99008,WA,Spokane County,Washington,WA
99009,WA,Spokane County,Washington,WA
99009,WA,Pend Oreille County,Washington,WA
99011,WA,Spokane County,Washington,WA
99012,WA,Spokane County,Washington,WA
99013,WA,Stevens County,Washington,WA
99013,WA,Spokane County,Washington,WA
99013,WA,Lincoln County,Washington,WA
99014,WA,Spokane County,Washington,WA
99016,WA,Spokane County,Washington,WA
99017,WA,Whitman County,Washington,WA
99017,WA,Adams County,Washington,WA
99018,WA,Spokane County,Washington,WA
99019,WA,Spokane County,Washington,WA
99020,WA,Spokane County,Washington,WA
99021,WA,Spokane County,Washington,WA
99022,WA,Spokane County,Washington,WA
99022,WA,Lincoln County,Washington,WA
99023,WA,Spokane County,Washington,WA
99025,WA,Spokane County,Washington,WA
99026,WA,Stevens County,Washington,WA
99026,WA,Spokane County,Washington,WA
99027,WA,Spokane County,Washington,WA
99029,WA,Lincoln County,Washington,WA
99029,WA,Spokane County,Washington,WA
99030,WA,Spokane County,Washington,WA
99031,WA,Spokane County,Washington,WA
99032,WA,Lincoln County,Washington,WA
99032,WA,Adams County,Washington,WA
99032,WA,Spokane County,Washington,WA
99033,WA,Whitman County,Washington,WA
99033,WA,Spokane County,Washington,WA
99034,WA,Stevens County,Washington,WA
99036,WA,Spokane County,Washington,WA
99037,WA,Spokane County,Washington,WA
99039,WA,Spokane County,Washington,WA
99040,WA,Stevens County,Washington,WA
99101,WA,Stevens County,Washington,WA
99102,WA,Whitman County,Washington,WA
99103,WA,Lincoln County,Washington,WA
99103,WA,Grant County,Washington,WA
99104,WA,Whitman County,Washington,WA
99105,WA,Adams County,Washington,WA
99109,WA,Stevens County,Washington,WA
99110,WA,Stevens County,Washington,WA
99110,WA,Spokane County,Washington,WA
99111,WA,Whitman County,Washington,WA
99113,WA,Whitman County,Washington,WA
99114,WA,Stevens County,Washington,WA
99115,WA,Grant County,Washington,WA
99115,WA,Douglas County,Washington,WA
99116,WA,Okanogan County,Washington,WA
99116,WA,Douglas County,Washington,WA
99116,WA,Grant County,Washington,WA
99117,WA,Lincoln County,Washington,WA
99118,WA,Ferry County,Washington,WA
99119,WA,Pend Oreille County,Washington,WA
99121,WA,Ferry County,Washington,WA
99122,WA,Lincoln County,Washington,WA
99122,WA,Stevens County,Washington,WA
99123,WA,Grant County,Washington,WA
99124,WA,Okanogan County,Washington,WA
99125,WA,Whitman County,Washington,WA
99125,WA,Adams County,Washington,WA
99126,WA,Stevens County,Washington,WA
99128,WA,Whitman County,Washington,WA
99129,WA,Stevens County,Washington,WA
99130,WA,Whitman County,Washington,WA
99131,WA,Stevens County,Washington,WA
99133,WA,Grant County,Washington,WA
99133,WA,Lincoln County,Washington,WA
99133,WA,Douglas County,Washington,WA
99134,WA,Lincoln County,Washington,WA
99135,WA,Grant County,Washington,WA
99136,WA,Whitman County,Washington,WA
99137,WA,Stevens County,Washington,WA
99138,WA,Ferry County,Washington,WA
99139,WA,Pend Oreille County,Washington,WA
99140,WA,Ferry County,Washington,WA
99141,WA,Stevens County,Washington,WA
99141,WA,Ferry County,Washington,WA
99143,WA,Whitman County,Washington,WA
99143,WA,Columbia County,Washington,WA
99144,WA,Lincoln County,Washington,WA
99146,WA,Ferry County,Washington,WA
99147,WA,Lincoln County,Washington,WA
99148,WA,Stevens County,Washington,WA
99149,WA,Whitman County,Washington,WA
99150,WA,Ferry County,Washington,WA
99151,WA,Stevens County,Washington,WA
99152,WA,Pend Oreille County,Washington,WA
99153,WA,Pend Oreille County,Washington,WA
99154,WA,Lincoln County,Washington,WA
99155,WA,Okanogan County,Washington,WA
99156,WA,Pend Oreille County,Washington,WA
99156,WA,Spokane County,Washington,WA
99157,WA,Stevens County,Washington,WA
99158,WA,Whitman County,Washington,WA
99159,WA,Lincoln County,Washington,WA
99159,WA,Adams County,Washington,WA
99160,WA,Ferry County,Washington,WA
99160,WA,Stevens County,Washington,WA
99161,WA,Whitman County,Washington,WA
99163,WA,Whitman County,Washington,WA
99164,WA,Whitman County,Washington,WA
99166,WA,Ferry County,Washington,WA
99166,WA,Okanogan County,Washington,WA
99167,WA,Stevens County,Washington,WA
99169,WA,Adams County,Washington,WA
99169,WA,Lincoln County,Washington,WA
99170,WA,Whitman County,Washington,WA
99170,WA,Spokane County,Washington,WA
99171,WA,Whitman County,Washington,WA
99173,WA,Stevens County,Washington,WA
99174,WA,Whitman County,Washington,WA
99176,WA,Whitman County,Washington,WA
99179,WA,Whitman County,Washington,WA
99180,WA,Pend Oreille County,Washington,WA
99181,WA,Stevens County,Washington,WA
99185,WA,Lincoln County,Washington,WA
99201,WA,Spokane County,Washington,WA
99202,WA,Spokane County,Washington,WA
99203,WA,Spokane County,Washington,WA
99204,WA,Spokane County,Washington,WA
99205,WA,Spokane County,Washington,WA
99206,WA,Spokane County,Washington,WA
99207,WA,Spokane County,Washington,WA
99208,WA,Spokane County,Washington,WA
99209,WA,Spokane County,Washington,WA
99210,WA,Spokane County,Washington,WA
99211,WA,Spokane County,Washington,WA
99212,WA,Spokane County,Washington,WA
99213,WA,Spokane County,Washington,WA
99214,WA,Spokane County,Washington,WA
99216,WA,Spokane County,Washington,WA
99217,WA,Spokane County,Washington,WA
99218,WA,Spokane County,Washington,WA
99219,WA,Spokane County,Washington,WA
99220,WA,Spokane County,Washington,WA
99223,WA,Spokane County,Washington,WA
99224,WA,Spokane County,Washington,WA
99228,WA,Spokane County,Washington,WA
99251,WA,Spokane County,Washington,WA
99252,WA,Spokane County,Washington,WA
99256,WA,Spokane County,Washington,WA
99258,WA,Spokane County,Washington,WA
99260,WA,Spokane County,Washington,WA
99301,WA,Franklin County,Washington,WA
99302,WA,Franklin County,Washington,WA
99320,WA,Benton County,Washington,WA
99321,WA,Grant County,Washington,WA
99322,WA,Klickitat County,Washington,WA
99322,WA,Yakima County,Washington,WA
99323,WA,Walla Walla County,Washington,WA
99324,WA,Walla Walla County,Washington,WA
99326,WA,Franklin County,Washington,WA
99326,WA,Adams County,Washington,WA
99328,WA,Columbia County,Washington,WA
99328,WA,Garfield County,Washington,WA
99328,WA,Walla Walla County,Washington,WA
99329,WA,Walla Walla County,Washington,WA
99330,WA,Franklin County,Washington,WA
99333,WA,Whitman County,Washington,WA
99335,WA,Franklin County,Washington,WA
99336,WA,Benton County,Washington,WA
99337,WA,Benton County,Washington,WA
99338,WA,Benton County,Washington,WA
99341,WA,Adams County,Washington,WA
99343,WA,Franklin County,Washington,WA
99344,WA,Adams County,Washington,WA
99344,WA,Grant County,Washington,WA
99344,WA,Franklin County,Washington,WA
99345,WA,Benton County,Washington,WA
99346,WA,Benton County,Washington,WA
99347,WA,Garfield County,Washington,WA
99347,WA,Columbia County,Washington,WA
99347,WA,Asotin County,Washington,WA
99348,WA,Walla Walla County,Washington,WA
99348,WA,Columbia County,Washington,WA
99349,WA,Grant County,Washington,WA
99350,WA,Benton County,Washington,WA
99350,WA,Klickitat County,Washington,WA
99350,WA,Yakima County,Washington,WA
99352,WA,Benton County,Washington,WA
99353,WA,Benton County,Washington,WA
99354,WA,Benton County,Washington,WA
99356,WA,Klickitat County,Washington,WA
99357,WA,Grant County,Washington,WA
99359,WA,Columbia County,Washington,WA
99360,WA,Walla Walla County,Washington,WA
99361,WA,Walla Walla County,Washington,WA
99361,WA,Columbia County,Washington,WA
99362,WA,Walla Walla County,Washington,WA
99363,WA,Walla Walla County,Washington,WA
99371,WA,Adams County,Washington,WA
99371,WA,Franklin County,Washington,WA
99401,WA,Asotin County,Washington,WA
99402,WA,Asotin County,Washington,WA
99403,WA,Asotin County,Washington,WA
99403,WA,Garfield County,Washington,WA
99403,WA,Whitman County,Washington,WA
24701,WV,Mercer County,West Virginia,WV
24712,WV,Mercer County,West Virginia,WV
24714,WV,Mercer County,West Virginia,WV
24715,WV,Mercer County,West Virginia,WV
24716,WV,Wyoming County,West Virginia,WV
24719,WV,Wyoming County,West Virginia,WV
24724,WV,Mercer County,West Virginia,WV
24726,WV,Wyoming County,West Virginia,WV
24729,WV,Mercer County,West Virginia,WV
24731,WV,Mercer County,West Virginia,WV
24732,WV,Mercer County,West Virginia,WV
24733,WV,Mercer County,West Virginia,WV
24736,WV,Mercer County,West Virginia,WV
24736,WV,Wyoming County,West Virginia,WV
24737,WV,Mercer County,West Virginia,WV
24738,WV,Mercer County,West Virginia,WV
24739,WV,Mercer County,West Virginia,WV
24740,WV,Mercer County,West Virginia,WV
24747,WV,Mercer County,West Virginia,WV
24801,WV,McDowell County,West Virginia,WV
24808,WV,McDowell County,West Virginia,WV
24811,WV,McDowell County,West Virginia,WV
24813,WV,McDowell County,West Virginia,WV
24815,WV,McDowell County,West Virginia,WV
24816,WV,McDowell County,West Virginia,WV
24817,WV,McDowell County,West Virginia,WV
24818,WV,Wyoming County,West Virginia,WV
24822,WV,Wyoming County,West Virginia,WV
24823,WV,Wyoming County,West Virginia,WV
24826,WV,McDowell County,West Virginia,WV
24827,WV,Wyoming County,West Virginia,WV
24828,WV,McDowell County,West Virginia,WV
24828,WV,Wyoming County,West Virginia,WV
24829,WV,McDowell County,West Virginia,WV
24830,WV,McDowell County,West Virginia,WV
24831,WV,McDowell County,West Virginia,WV
24834,WV,Wyoming County,West Virginia,WV
24836,WV,McDowell County,West Virginia,WV
24839,WV,Wyoming County,West Virginia,WV
24843,WV,McDowell County,West Virginia,WV
24844,WV,McDowell County,West Virginia,WV
24844,WV,Wyoming County,West Virginia,WV
24845,WV,Wyoming County,West Virginia,WV
24846,WV,McDowell County,West Virginia,WV
24847,WV,Wyoming County,West Virginia,WV
24848,WV,McDowell County,West Virginia,WV
24849,WV,Wyoming County,West Virginia,WV
24850,WV,McDowell County,West Virginia,WV
24851,WV,Mingo County,West Virginia,WV
24853,WV,McDowell County,West Virginia,WV
24854,WV,Wyoming County,West Virginia,WV
24855,WV,McDowell County,West Virginia,WV
24857,WV,Wyoming County,West Virginia,WV
24860,WV,Wyoming County,West Virginia,WV
24861,WV,McDowell County,West Virginia,WV
24862,WV,McDowell County,West Virginia,WV
24866,WV,McDowell County,West Virginia,WV
24867,WV,Wyoming County,West Virginia,WV
24868,WV,McDowell County,West Virginia,WV
24868,WV,Wyoming County,West Virginia,WV
24869,WV,Wyoming County,West Virginia,WV
24870,WV,Wyoming County,West Virginia,WV
24871,WV,McDowell County,West Virginia,WV
24872,WV,McDowell County,West Virginia,WV
24873,WV,McDowell County,West Virginia,WV
24874,WV,Wyoming County,West Virginia,WV
24878,WV,McDowell County,West Virginia,WV
24879,WV,McDowell County,West Virginia,WV
24880,WV,Wyoming County,West Virginia,WV
24881,WV,McDowell County,West Virginia,WV
24882,WV,Wyoming County,West Virginia,WV
24884,WV,McDowell County,West Virginia,WV
24887,WV,McDowell County,West Virginia,WV
24888,WV,McDowell County,West Virginia,WV
24892,WV,McDowell County,West Virginia,WV
24894,WV,McDowell County,West Virginia,WV
24895,WV,McDowell County,West Virginia,WV
24898,WV,Wyoming County,West Virginia,WV
24901,WV,Greenbrier County,West Virginia,WV
24910,WV,Greenbrier County,West Virginia,WV
24910,WV,Summers County,West Virginia,WV
24910,WV,Monroe County,West Virginia,WV
24915,WV,Pocahontas County,West Virginia,WV
24916,WV,Greenbrier County,West Virginia,WV
24918,WV,Monroe County,West Virginia,WV
24918,WV,Summers County,West Virginia,WV
24920,WV,Pocahontas County,West Virginia,WV
24924,WV,Pocahontas County,West Virginia,WV
24925,WV,Greenbrier County,West Virginia,WV
24927,WV,Pocahontas County,West Virginia,WV
24931,WV,Greenbrier County,West Virginia,WV
24934,WV,Pocahontas County,West Virginia,WV
24935,WV,Summers County,West Virginia,WV
24938,WV,Greenbrier County,West Virginia,WV
24941,WV,Monroe County,West Virginia,WV
24943,WV,Greenbrier County,West Virginia,WV
24943,WV,Summers County,West Virginia,WV
24944,WV,Pocahontas County,West Virginia,WV
24945,WV,Monroe County,West Virginia,WV
24946,WV,Pocahontas County,West Virginia,WV
24951,WV,Monroe County,West Virginia,WV
24954,WV,Pocahontas County,West Virginia,WV
24954,WV,Greenbrier County,West Virginia,WV
24957,WV,Greenbrier County,West Virginia,WV
24962,WV,Summers County,West Virginia,WV
24963,WV,Monroe County,West Virginia,WV
24963,WV,Summers County,West Virginia,WV
24966,WV,Greenbrier County,West Virginia,WV
24970,WV,Greenbrier County,West Virginia,WV
24970,WV,Monroe County,West Virginia,WV
24974,WV,Monroe County,West Virginia,WV
24976,WV,Monroe County,West Virginia,WV
24976,WV,Greenbrier County,West Virginia,WV
24977,WV,Greenbrier County,West Virginia,WV
24981,WV,Summers County,West Virginia,WV
24981,WV,Monroe County,West Virginia,WV
24983,WV,Monroe County,West Virginia,WV
24984,WV,Monroe County,West Virginia,WV
24985,WV,Monroe County,West Virginia,WV
24985,WV,Summers County,West Virginia,WV
24986,WV,Greenbrier County,West Virginia,WV
24986,WV,Pocahontas County,West Virginia,WV
24991,WV,Greenbrier County,West Virginia,WV
24993,WV,Monroe County,West Virginia,WV
25002,WV,Fayette County,West Virginia,WV
25003,WV,Lincoln County,West Virginia,WV
25003,WV,Kanawha County,West Virginia,WV
25005,WV,Roane County,West Virginia,WV
25007,WV,Raleigh County,West Virginia,WV
25008,WV,Raleigh County,West Virginia,WV
25009,WV,Boone County,West Virginia,WV
25011,WV,Putnam County,West Virginia,WV
25015,WV,Kanawha County,West Virginia,WV
25019,WV,Clay County,West Virginia,WV
25021,WV,Boone County,West Virginia,WV
25022,WV,Logan County,West Virginia,WV
25024,WV,Boone County,West Virginia,WV
25025,WV,Kanawha County,West Virginia,WV
25026,WV,Kanawha County,West Virginia,WV
25028,WV,Boone County,West Virginia,WV
25030,WV,Clay County,West Virginia,WV
25031,WV,Fayette County,West Virginia,WV
25033,WV,Putnam County,West Virginia,WV
25035,WV,Kanawha County,West Virginia,WV
25036,WV,Fayette County,West Virginia,WV
25039,WV,Kanawha County,West Virginia,WV
25040,WV,Fayette County,West Virginia,WV
25043,WV,Clay County,West Virginia,WV
25043,WV,Nicholas County,West Virginia,WV
25044,WV,Raleigh County,West Virginia,WV
25045,WV,Kanawha County,West Virginia,WV
25045,WV,Roane County,West Virginia,WV
25045,WV,Clay County,West Virginia,WV
25047,WV,Boone County,West Virginia,WV
25047,WV,Logan County,West Virginia,WV
25048,WV,Raleigh County,West Virginia,WV
25049,WV,Boone County,West Virginia,WV
25051,WV,Boone County,West Virginia,WV
25053,WV,Boone County,West Virginia,WV
25054,WV,Kanawha County,West Virginia,WV
25059,WV,Fayette County,West Virginia,WV
25059,WV,Nicholas County,West Virginia,WV
25059,WV,Clay County,West Virginia,WV
25060,WV,Raleigh County,West Virginia,WV
25061,WV,Kanawha County,West Virginia,WV
25062,WV,Raleigh County,West Virginia,WV
25063,WV,Braxton County,West Virginia,WV
25063,WV,Clay County,West Virginia,WV
25063,WV,Nicholas County,West Virginia,WV
25064,WV,Kanawha County,West Virginia,WV
25067,WV,Kanawha County,West Virginia,WV
25070,WV,Putnam County,West Virginia,WV
25071,WV,Kanawha County,West Virginia,WV
25071,WV,Roane County,West Virginia,WV
25075,WV,Kanawha County,West Virginia,WV
25076,WV,Logan County,West Virginia,WV
25079,WV,Kanawha County,West Virginia,WV
25081,WV,Boone County,West Virginia,WV
25082,WV,Putnam County,West Virginia,WV
25082,WV,Mason County,West Virginia,WV
25083,WV,Kanawha County,West Virginia,WV
25083,WV,Fayette County,West Virginia,WV
25085,WV,Fayette County,West Virginia,WV
25086,WV,Kanawha County,West Virginia,WV
25088,WV,Clay County,West Virginia,WV
25090,WV,Fayette County,West Virginia,WV
25093,WV,Boone County,West Virginia,WV
25102,WV,Kanawha County,West Virginia,WV
25103,WV,Kanawha County,West Virginia,WV
25106,WV,Mason County,West Virginia,WV
25107,WV,Kanawha County,West Virginia,WV
25108,WV,Boone County,West Virginia,WV
25108,WV,Logan County,West Virginia,WV
25109,WV,Putnam County,West Virginia,WV
25110,WV,Kanawha County,West Virginia,WV
25111,WV,Clay County,West Virginia,WV
25112,WV,Kanawha County,West Virginia,WV
25113,WV,Clay County,West Virginia,WV
25114,WV,Boone County,West Virginia,WV
25115,WV,Fayette County,West Virginia,WV
25118,WV,Fayette County,West Virginia,WV
25119,WV,Fayette County,West Virginia,WV
25121,WV,Logan County,West Virginia,WV
25123,WV,Mason County,West Virginia,WV
25123,WV,Putnam County,West Virginia,WV
25124,WV,Putnam County,West Virginia,WV
25124,WV,Jackson County,West Virginia,WV
25124,WV,Kanawha County,West Virginia,WV
25125,WV,Clay County,West Virginia,WV
25125,WV,Nicholas County,West Virginia,WV
25126,WV,Kanawha County,West Virginia,WV
25130,WV,Boone County,West Virginia,WV
25132,WV,Kanawha County,West Virginia,WV
25133,WV,Clay County,West Virginia,WV
25134,WV,Kanawha County,West Virginia,WV
25136,WV,Fayette County,West Virginia,WV
25136,WV,Kanawha County,West Virginia,WV
25139,WV,Fayette County,West Virginia,WV
25140,WV,Raleigh County,West Virginia,WV
25141,WV,Clay County,West Virginia,WV
25141,WV,Calhoun County,West Virginia,WV
25142,WV,Boone County,West Virginia,WV
25143,WV,Kanawha County,West Virginia,WV
25143,WV,Putnam County,West Virginia,WV
25148,WV,Boone County,West Virginia,WV
25149,WV,Boone County,West Virginia,WV
25154,WV,Boone County,West Virginia,WV
25156,WV,Kanawha County,West Virginia,WV
25159,WV,Putnam County,West Virginia,WV
25159,WV,Kanawha County,West Virginia,WV
25160,WV,Kanawha County,West Virginia,WV
25161,WV,Fayette County,West Virginia,WV
25162,WV,Kanawha County,West Virginia,WV
25164,WV,Clay County,West Virginia,WV
25164,WV,Roane County,West Virginia,WV
25165,WV,Boone County,West Virginia,WV
25168,WV,Putnam County,West Virginia,WV
25169,WV,Boone County,West Virginia,WV
25173,WV,Fayette County,West Virginia,WV
25174,WV,Raleigh County,West Virginia,WV
25177,WV,Kanawha County,West Virginia,WV
25177,WV,Putnam County,West Virginia,WV
25180,WV,Raleigh County,West Virginia,WV
25181,WV,Boone County,West Virginia,WV
25183,WV,Logan County,West Virginia,WV
25185,WV,Fayette County,West Virginia,WV
